Stock_Return,Stock_Volatility,Bond_Yield,Bond_Volatility,FX_Return,FX_Volatility,VIX,Crisis_Label
0.01782,0.1229,0.0559,0.0633,-0.00767,0.0816,14.24,0
-0.01785,0.1777,0.0487,0.0438,-0.00481,0.0409,12.42,0
-0.0387,0.2907,0.0627,0.186,-0.01846,0.2999,60.51,1
-0.00877,0.1232,0.0417,0.053,0.00266,0.0622,14.68,0
0.00303,0.1233,0.0428,0.0568,-0.00783,0.0558,11.28,0
0.01265,0.127,0.043,0.0302,-0.00264,0.0754,17.2,0
-0.01209,0.1694,0.047,0.0623,0.00139,0.0401,19.46,0
0.00072,0.1084,0.0469,0.0309,0.00508,0.0696,14.76,0
-0.00891,0.1247,0.0414,0.0597,-0.00057,0.0874,18.0,0
-0.01316,0.1104,0.0435,0.068,-0.00022,0.059,19.76,0
0.02003,0.1626,0.057,0.0671,-0.00492,0.0734,21.56,0
-0.01283,0.1139,0.0528,0.0333,-0.00401,0.086,17.87,0
-0.00742,0.1389,0.0486,0.0301,0.00611,0.0572,21.2,0
-0.00078,0.1347,0.0455,0.0593,0.00271,0.0558,12.56,0
-0.00554,0.1587,0.0293,0.0341,-0.00317,0.0898,19.61,0
0.00528,0.1006,0.0372,0.0647,-0.00169,0.0551,14.78,0
0.02456,0.1202,0.0507,0.0315,0.00255,0.0888,18.56,0
-0.01402,0.1171,0.0359,0.0515,0.00355,0.0569,19.76,0
-0.00066,0.143,0.0562,0.0308,-0.00502,0.0792,21.6,0
0.00078,0.6159,0.0858,0.1413,-0.00301,0.1415,35.12,1
-0.00754,0.1578,0.0436,0.0437,-0.00119,0.0774,14.46,0
-0.0013,0.1247,0.0545,0.0418,-0.00071,0.061,18.33,0
0.00761,0.1178,0.0426,0.0326,0.00512,0.0716,17.58,0
0.00851,0.153,0.0461,0.0489,-0.00849,0.0495,17.1,0
-0.01007,0.1703,0.0395,0.0603,0.0029,0.0719,12.96,0
-0.00233,0.1743,0.0588,0.0621,-0.00096,0.0826,11.64,0
0.00933,0.1659,0.0527,0.0661,0.00419,0.0634,21.39,0
-0.00855,0.1186,0.0499,0.0406,0.00147,0.0578,20.93,0
0.04199,0.4227,0.089,0.1741,-0.01532,0.2759,54.51,1
0.0141,0.1701,0.0394,0.0565,0.00408,0.0683,15.68,0
0.0074,0.1136,0.0398,0.0301,0.00169,0.0407,21.86,0
0.00248,0.13,0.0413,0.047,0.00081,0.0862,15.29,0
-0.00295,0.1367,0.0326,0.0661,0.00863,0.0528,18.15,0
0.00036,0.1724,0.0358,0.0627,0.00206,0.059,14.37,0
0.00419,0.1187,0.0495,0.0696,-0.00379,0.0636,21.62,0
-0.00839,0.1431,0.0332,0.0576,0.00193,0.0713,21.74,0
0.00387,0.1187,0.0367,0.0633,-0.00835,0.0402,19.47,0
0.0021,0.1071,0.0435,0.0479,-0.00777,0.0588,21.89,0
0.00973,0.1769,0.0521,0.0345,0.00461,0.0508,18.28,0
0.00836,0.1043,0.0398,0.0455,-0.00441,0.0434,14.4,0
-0.01276,0.1496,0.0623,0.0322,0.00281,0.0678,15.14,0
-0.0087,0.1407,0.0513,0.0415,0.00144,0.0697,16.38,0
0.00953,0.1388,0.0426,0.0578,-0.00171,0.0617,12.8,0
-0.00758,0.2823,0.1168,0.0909,-0.00115,0.1743,60.12,1
-0.00308,0.1022,0.0481,0.049,0.00518,0.0846,19.49,0
0.00465,0.1476,0.0558,0.0667,-0.00462,0.065,19.95,0
-0.01189,0.1195,0.0481,0.0462,0.00178,0.0861,20.5,0
-0.02754,0.4204,0.0962,0.2127,0.01284,0.1753,37.91,1
0.00863,0.1139,0.0416,0.0322,0.00374,0.0416,16.16,0
-0.00376,0.1533,0.0488,0.0632,0.00284,0.0896,15.85,0
0.00405,0.1662,0.036,0.0426,-0.00194,0.0573,19.51,0
0.01056,0.1038,0.0292,0.0604,0.00231,0.0435,14.79,0
-0.01235,0.1322,0.0385,0.0483,-0.00219,0.0599,17.18,0
0.00743,0.1738,0.0401,0.0395,0.00148,0.0838,13.61,0
0.00085,0.1577,0.0524,0.0592,0.00235,0.06,20.91,0
0.00221,0.1264,0.0456,0.0598,-0.00464,0.0688,13.81,0
-0.00385,0.114,0.0382,0.0438,-0.00352,0.0792,18.57,0
-0.00287,0.1708,0.0411,0.0349,-0.00334,0.0741,20.36,0
0.01463,0.1555,0.0484,0.0471,-0.00596,0.0623,16.31,0
-0.00514,0.6215,0.0823,0.1022,-0.0124,0.1492,58.64,1
-0.00499,0.1309,0.0519,0.0375,0.0005,0.0523,12.71,0
-0.00594,0.133,0.047,0.0663,0.00129,0.0763,13.95,0
-0.00907,0.1602,0.0407,0.0614,0.00237,0.0781,20.27,0
-0.01031,0.1112,0.035,0.0636,-0.0029,0.0726,20.66,0
-0.00376,0.508,0.0639,0.1492,0.00382,0.2048,57.62,1
0.00536,0.1465,0.0531,0.0421,0.0002,0.0789,19.47,0
0.00812,0.1107,0.0428,0.0482,-0.00089,0.082,16.49,0
0.00067,0.1636,0.0467,0.068,-0.00117,0.0674,14.28,0
-0.01804,0.1636,0.0393,0.0447,0.00368,0.0886,18.48,0
-0.00974,0.1452,0.055,0.0307,-0.00939,0.0616,12.94,0
-0.01134,0.5618,0.0717,0.1591,-0.01005,0.1743,54.75,1
0.00261,0.1401,0.0437,0.0533,-0.00601,0.0776,17.41,0
-0.0273,0.1144,0.0275,0.0679,-0.00648,0.0857,14.2,0
0.0124,0.1533,0.0529,0.0605,-0.00262,0.0669,14.31,0
0.01428,0.105,0.0483,0.0427,0.00374,0.0617,16.37,0
0.00854,0.3859,0.0657,0.0965,0.01097,0.1732,41.56,1
-0.00662,0.1484,0.0362,0.051,0.00034,0.0488,18.71,0
0.01954,0.4814,0.0927,0.1651,0.01613,0.1317,30.95,1
0.01702,0.1712,0.0501,0.0378,0.00074,0.0526,20.59,0
0.0001,0.1144,0.0527,0.0388,0.00263,0.0669,18.5,0
-0.01166,0.6342,0.0983,0.0929,0.02287,0.2817,51.35,1
0.0165,0.1678,0.0409,0.0497,0.00667,0.0632,18.0,0
0.04411,0.4045,0.1043,0.1052,0.0103,0.2134,40.27,1
-0.01228,0.1007,0.0425,0.0696,-0.00235,0.0405,17.56,0
-0.00926,0.1272,0.0467,0.0641,-0.0008,0.0875,16.62,0
-0.00347,0.1433,0.049,0.0441,0.00025,0.0559,17.43,0
-0.00524,0.1161,0.0549,0.0347,-0.00047,0.0633,18.16,0
0.00308,0.104,0.0433,0.0683,-0.00541,0.0618,15.91,0
-0.01232,0.1414,0.0483,0.0319,7e-05,0.0648,19.35,0
-0.00831,0.1658,0.0379,0.0303,0.00567,0.0597,12.24,0
-0.00938,0.2917,0.045,0.206,-0.00742,0.1306,50.11,1
-0.00335,0.1324,0.0319,0.0455,-0.00383,0.0748,11.81,0
-0.0032,0.1058,0.0527,0.0659,0.0048,0.0427,15.51,0
-0.00559,0.1237,0.0596,0.0573,0.00298,0.0571,18.27,0
-0.00072,0.1123,0.0373,0.0418,0.00432,0.0599,11.96,0
0.01135,0.132,0.0408,0.039,0.00055,0.0531,20.04,0
-0.00361,0.5168,0.1146,0.1357,0.01192,0.2274,65.41,1
0.00952,0.1514,0.0379,0.0487,0.00788,0.0503,14.23,0
-0.03596,0.4677,0.0959,0.1773,0.00615,0.2067,51.19,1
-0.00434,0.1106,0.0456,0.0667,0.00596,0.0453,19.51,0
0.00152,0.1496,0.0426,0.0438,0.00225,0.0886,19.78,0
0.01475,0.1448,0.0575,0.0403,0.00567,0.0747,16.43,0
0.01157,0.152,0.0612,0.0423,-0.00164,0.0626,11.4,0
0.00113,0.1723,0.0411,0.0452,0.0014,0.0565,18.35,0
0.00367,0.1598,0.053,0.0577,0.00048,0.0725,16.65,0
0.00313,0.1739,0.0511,0.0495,0.00256,0.0798,15.53,0
0.02343,0.6331,0.0467,0.1606,-0.01147,0.1468,49.78,1
0.00664,0.102,0.0566,0.0508,-0.00509,0.0782,13.49,0
0.00949,0.1574,0.0387,0.0485,-0.00142,0.0524,21.0,0
-0.00427,0.1019,0.0429,0.0305,-0.00058,0.0555,11.79,0
-0.01224,0.4464,0.0812,0.1145,-0.00201,0.1952,31.38,1
-0.00633,0.1782,0.0612,0.0368,0.00536,0.0882,11.72,0
-0.00556,0.1178,0.0427,0.0403,0.00254,0.0754,16.43,0
0.01075,0.1646,0.0468,0.0525,0.00101,0.0512,13.14,0
-0.03683,0.4677,0.0808,0.1298,0.00036,0.2976,32.08,1
-0.00936,0.1512,0.0526,0.0694,0.0005,0.0535,13.44,0
0.00391,0.1083,0.0414,0.0588,-0.00256,0.0549,16.23,0
-0.00784,0.1129,0.0564,0.0681,0.00063,0.0809,16.15,0
0.01665,0.1572,0.0467,0.0392,0.00225,0.068,15.0,0
-0.00136,0.1309,0.0462,0.0643,-0.00119,0.046,17.84,0
-0.02168,0.4991,0.0731,0.1602,0.00393,0.2222,28.67,1
-0.01129,0.1676,0.053,0.062,0.00153,0.0656,12.48,0
0.01562,0.2867,0.0644,0.1666,0.02006,0.2008,30.15,1
3e-05,0.4675,0.1056,0.0936,-0.04216,0.2866,39.44,1
0.0181,0.453,0.0564,0.1924,-0.02338,0.1978,60.92,1
0.00109,0.1432,0.0424,0.0313,-0.00403,0.085,19.54,0
-0.00632,0.1672,0.0289,0.0556,0.00969,0.0817,14.59,0
-0.00333,0.163,0.0504,0.056,-0.00257,0.0668,14.13,0
0.00752,0.1111,0.0427,0.0542,-0.00449,0.0433,19.34,0
0.04941,0.373,0.0496,0.1709,-0.01243,0.2853,44.51,1
-0.01904,0.1319,0.0392,0.0389,0.00724,0.075,15.73,0
0.00471,0.1416,0.0505,0.0468,0.00097,0.0491,17.21,0
0.00393,0.1514,0.0542,0.06,0.00468,0.0674,12.4,0
-0.00664,0.1479,0.0293,0.0584,-0.00424,0.0883,18.02,0
-0.01,0.161,0.0591,0.0424,-0.00175,0.0854,20.37,0
0.00575,0.4338,0.0944,0.1224,0.00304,0.163,56.46,1
-0.01123,0.1755,0.029,0.0536,0.00087,0.05,17.9,0
0.00992,0.1641,0.0454,0.0576,0.00086,0.0539,21.02,0
0.00367,0.1641,0.0428,0.044,0.00162,0.0471,14.57,0
-0.00827,0.1036,0.0325,0.0571,0.00775,0.0456,13.64,0
0.00274,0.1406,0.0442,0.0602,-0.00328,0.0721,16.88,0
-0.00095,0.1706,0.0541,0.0442,-0.00362,0.0689,12.74,0
0.01764,0.1307,0.0543,0.0394,-0.00225,0.0891,15.05,0
0.00654,0.1045,0.0317,0.0522,-0.00855,0.0769,19.08,0
-0.03953,0.3646,0.1026,0.1342,-0.01241,0.267,48.8,1
-0.01793,0.5293,0.0933,0.2082,-0.00693,0.2945,57.05,1
-0.00011,0.1361,0.0552,0.0623,0.00106,0.0437,12.21,0
-0.00202,0.1041,0.0458,0.069,0.00295,0.0649,20.04,0
0.00785,0.1082,0.0424,0.0558,0.00075,0.0747,17.57,0
0.00036,0.1541,0.0397,0.0454,-0.00151,0.0664,16.11,0
0.0051,0.1597,0.0434,0.0312,-0.00118,0.0404,12.9,0
0.00562,0.1314,0.0538,0.0647,0.00349,0.0887,14.85,0
0.00186,0.1039,0.039,0.0699,0.00401,0.0799,11.69,0
0.01444,0.3922,0.0478,0.1863,-0.01651,0.2762,67.21,1
-0.02458,0.1235,0.038,0.0521,-0.00211,0.069,13.15,0
0.00594,0.132,0.0483,0.0622,0.00558,0.084,16.12,0
0.00436,0.117,0.042,0.0647,-0.00083,0.0721,13.6,0
-0.00335,0.1539,0.0419,0.0416,0.0065,0.0753,14.68,0
-0.01285,0.1505,0.0627,0.0619,0.00135,0.0584,20.57,0
-0.00818,0.1281,0.0568,0.0311,0.00054,0.0729,18.05,0
0.02665,0.2423,0.0596,0.1937,-0.02688,0.1959,35.3,1
-0.00293,0.1067,0.0332,0.0344,0.00054,0.0413,13.75,0
0.00025,0.1012,0.0493,0.0414,0.00443,0.0768,15.69,0
0.00079,0.1681,0.0375,0.0676,-0.0027,0.0883,19.02,0
-0.0043,0.1421,0.0606,0.038,0.00236,0.0668,18.35,0
0.0005,0.141,0.0452,0.0661,-8e-05,0.049,20.99,0
-0.00017,0.1358,0.0517,0.0646,-0.00289,0.0567,12.11,0
-0.0197,0.1485,0.049,0.0556,0.00287,0.0689,20.69,0
0.01912,0.554,0.0984,0.1626,0.00078,0.2697,55.95,1
-0.01281,0.1067,0.0542,0.0387,0.00077,0.0578,16.65,0
0.00307,0.1044,0.0414,0.0349,0.00017,0.0418,16.6,0
-0.00047,0.1445,0.0428,0.0436,-3e-05,0.0554,19.48,0
-0.00315,0.1491,0.0465,0.0624,-0.00277,0.0585,17.98,0
-0.01447,0.156,0.0585,0.0594,-0.00061,0.0411,19.87,0
-0.00531,0.5052,0.0388,0.0961,0.00994,0.1594,46.54,1
-0.00562,0.1095,0.0536,0.0347,-0.00193,0.0845,12.99,0
0.00849,0.1654,0.0243,0.0423,-0.00215,0.0431,11.03,0
-0.00857,0.1,0.0403,0.0636,-0.00096,0.0429,18.46,0
-0.02124,0.313,0.0818,0.091,-0.00702,0.1661,55.84,1
-0.03388,0.4728,0.0749,0.1519,-0.01059,0.1306,63.91,1
-0.00518,0.485,0.0755,0.1837,0.00602,0.2934,64.08,1
0.00833,0.1106,0.0633,0.0402,-0.00173,0.073,13.75,0
-0.01891,0.6064,0.1105,0.0904,-0.03755,0.1374,33.22,1
-0.00212,0.1018,0.0511,0.0315,-0.00021,0.0713,17.71,0
0.01853,0.1359,0.0608,0.0494,-0.00316,0.0432,19.84,0
0.02308,0.3014,0.0698,0.2178,-0.01284,0.1786,51.12,1
-0.00681,0.1425,0.0475,0.0641,-0.00354,0.0602,18.05,0
-0.01822,0.1622,0.0417,0.0458,0.0055,0.0484,17.65,0
0.00892,0.4603,0.0488,0.1286,0.00161,0.1532,55.6,1
0.00464,0.1631,0.0496,0.0603,-0.0013,0.0632,15.06,0
0.0024,0.1206,0.05,0.0573,-0.00054,0.0757,17.45,0
0.00063,0.1672,0.0483,0.0384,0.0011,0.0499,15.16,0
0.00838,0.4436,0.0829,0.1836,0.00187,0.1372,29.42,1
0.00127,0.1476,0.0365,0.0666,-0.00366,0.0831,14.85,0
0.00955,0.1062,0.0455,0.0304,-0.00197,0.0772,18.74,0
-0.00633,0.1316,0.0393,0.0595,0.00252,0.0442,21.29,0
0.01253,0.1656,0.0584,0.0463,-0.00133,0.0417,15.96,0
-0.00134,0.1677,0.0387,0.068,-0.00366,0.0676,18.96,0
-0.00673,0.1312,0.0546,0.0484,-0.00239,0.0646,16.86,0
0.00461,0.1069,0.0422,0.0415,0.00384,0.084,12.28,0
-0.00126,0.1196,0.0478,0.033,0.00238,0.0429,21.3,0
-0.00138,0.1183,0.0331,0.0585,0.00126,0.0607,15.14,0
0.01816,0.3318,0.0358,0.2152,-0.00168,0.2567,64.41,1
-0.00197,0.1376,0.0542,0.0671,-0.00123,0.0464,16.24,0
-0.00164,0.6031,0.0651,0.1388,-0.00207,0.2775,63.82,1
-0.0206,0.4261,0.0621,0.1721,-0.02368,0.1641,38.42,1
-0.0042,0.1117,0.0441,0.0661,-0.0021,0.0546,15.47,0
-0.00639,0.2996,0.0904,0.1398,0.00369,0.2176,30.5,1
-0.00017,0.1032,0.053,0.0336,-0.00137,0.0849,18.67,0
-0.00303,0.5503,0.0914,0.1312,0.01216,0.2306,54.22,1
-0.00845,0.1168,0.0461,0.0407,-0.00531,0.0799,20.51,0
0.01236,0.1735,0.0441,0.051,0.00199,0.0407,16.47,0
-0.01543,0.141,0.055,0.0569,0.00585,0.0896,15.39,0
-0.00556,0.2427,0.1178,0.1573,-0.01759,0.2809,46.79,1
0.00267,0.1515,0.041,0.0621,0.00355,0.0418,19.41,0
-0.00245,0.1148,0.0428,0.0443,0.00181,0.0796,13.68,0
0.00793,0.1037,0.0589,0.0598,-0.00332,0.0509,15.99,0
0.00727,0.1335,0.0495,0.0459,0.00449,0.0431,18.62,0
0.00228,0.1782,0.0454,0.0581,-0.00373,0.09,17.08,0
0.01252,0.1124,0.0515,0.03,-0.00312,0.0711,16.08,0
-0.02138,0.117,0.0428,0.0472,-0.00202,0.0862,19.31,0
-0.00913,0.1061,0.0499,0.0323,-0.00594,0.084,13.44,0
0.00806,0.151,0.0459,0.0486,-0.00329,0.0483,18.27,0
-0.00237,0.507,0.0654,0.1761,0.01819,0.1648,39.9,1
0.00378,0.5761,0.1027,0.2141,0.00158,0.1387,33.83,1
0.01017,0.1342,0.0423,0.056,0.00046,0.0661,14.47,0
-0.00387,0.6226,0.0664,0.2059,-0.01543,0.3011,44.98,1
0.018,0.4447,0.0753,0.1054,-0.00976,0.1272,37.05,1
0.01869,0.1653,0.0456,0.062,0.0056,0.0765,19.44,0
-0.00137,0.1158,0.0501,0.06,0.00265,0.0766,15.64,0
0.01341,0.1133,0.0512,0.0343,0.00664,0.0676,15.4,0
-0.00179,0.1309,0.0297,0.0421,0.00488,0.0862,19.79,0
-0.00949,0.141,0.0361,0.0402,-0.00217,0.0449,13.52,0
-0.02456,0.4718,0.0871,0.201,-0.01335,0.2868,66.64,1
-0.01614,0.1688,0.036,0.06,-0.00612,0.0707,21.64,0
-0.00736,0.1612,0.046,0.0324,0.00092,0.0519,12.93,0
-0.01827,0.5442,0.0789,0.2066,-0.01053,0.2939,28.74,1
-0.02517,0.5836,0.0483,0.2153,-0.00264,0.1821,46.64,1
-0.01249,0.1703,0.0577,0.049,0.0006,0.0443,20.76,0
-0.00962,0.1764,0.0528,0.0446,-0.00505,0.0719,20.66,0
0.00417,0.1679,0.0451,0.0345,0.00457,0.0687,16.01,0
-0.008,0.4572,0.0635,0.1433,0.02263,0.125,32.79,1
0.01204,0.1323,0.0444,0.0322,-0.00325,0.0849,17.19,0
-0.00256,0.1597,0.0414,0.055,-0.00622,0.0858,19.53,0
0.00694,0.1113,0.05,0.0699,0.00407,0.0428,12.99,0
-0.03577,0.5177,0.0934,0.1418,0.00366,0.2096,54.48,1
-0.00334,0.1091,0.0511,0.0301,0.00419,0.0418,18.62,0
-0.00357,0.1621,0.0461,0.0696,0.00298,0.0867,11.81,0
0.00146,0.1029,0.0341,0.0449,0.00126,0.0629,17.41,0
0.0124,0.1776,0.0496,0.0547,0.00675,0.0438,15.82,0
-0.0007,0.1482,0.0441,0.0628,0.0034,0.0669,21.13,0
0.00048,0.1752,0.045,0.0317,-0.0056,0.0572,14.27,0
0.00902,0.1182,0.0419,0.0448,0.0018,0.0675,20.14,0
-0.00737,0.1796,0.0391,0.0668,-0.00594,0.0516,12.12,0
0.00988,0.1733,0.0523,0.0602,0.00499,0.0815,19.39,0
-0.01164,0.1079,0.0494,0.0564,-0.00133,0.073,18.11,0
-0.04037,0.2948,0.1087,0.1003,0.021,0.2572,33.29,1
0.00223,0.3051,0.0731,0.1713,-0.02949,0.1936,55.89,1
0.00585,0.1111,0.0395,0.0425,0.00256,0.0415,16.73,0
0.00431,0.1561,0.0348,0.0329,-0.00362,0.0826,12.54,0
0.00169,0.1665,0.048,0.0414,0.00174,0.0812,20.73,0
-0.01066,0.1077,0.0406,0.0631,0.00768,0.0462,12.68,0
0.00443,0.1292,0.0477,0.0614,0.0027,0.0554,15.34,0
-0.01599,0.1489,0.047,0.0578,-0.00519,0.0849,21.46,0
-0.0029,0.1328,0.0276,0.0373,0.0057,0.0441,13.88,0
-0.0028,0.164,0.0311,0.04,0.0006,0.0679,16.56,0
0.00369,0.1585,0.0444,0.0656,0.00587,0.0605,17.13,0
-0.00563,0.1221,0.0473,0.0302,-0.00092,0.0435,19.0,0
0.00854,0.1298,0.0423,0.0366,0.00077,0.0577,12.2,0
-0.01109,0.1572,0.0481,0.0417,0.00141,0.0502,21.05,0
0.00384,0.1286,0.0549,0.0607,0.00778,0.0597,13.09,0
-0.02513,0.1178,0.0483,0.0585,-0.00335,0.0682,18.26,0
0.00128,0.1582,0.0571,0.0376,-0.00018,0.0514,11.67,0
0.00184,0.1638,0.0301,0.0333,-0.00255,0.0417,15.09,0
-0.00144,0.1509,0.0463,0.0655,0.00478,0.0886,12.04,0
0.00864,0.1313,0.0469,0.0654,-0.00025,0.0692,17.38,0
0.02529,0.4419,0.0788,0.107,-0.0028,0.2289,33.05,1
0.01762,0.1181,0.0502,0.0498,-0.00233,0.0802,11.12,0
0.00077,0.1009,0.0534,0.0443,0.00087,0.0438,12.41,0
0.02327,0.1547,0.0506,0.069,-0.00852,0.085,11.62,0
0.01796,0.1494,0.0467,0.0697,0.00276,0.089,21.91,0
-0.00117,0.1215,0.0581,0.0468,-0.00088,0.0734,17.29,0
0.00246,0.1053,0.0349,0.042,0.00125,0.0834,21.53,0
-0.0187,0.1557,0.041,0.0575,-0.00143,0.0674,15.7,0
-0.00684,0.1246,0.0412,0.0375,-0.00157,0.0894,18.22,0
-0.00607,0.1104,0.0405,0.0356,0.00321,0.0544,17.62,0
0.00902,0.1113,0.053,0.038,-0.00219,0.0466,13.88,0
0.03703,0.5178,0.089,0.1089,0.00293,0.1633,39.59,1
0.00339,0.1553,0.0422,0.045,0.00627,0.0794,11.7,0
0.01917,0.1683,0.0529,0.0532,0.00172,0.0699,15.78,0
-0.01318,0.132,0.049,0.066,-8e-05,0.064,20.69,0
-0.0045,0.1625,0.0437,0.0382,-0.00354,0.0816,15.21,0
0.01382,0.1031,0.0399,0.0334,-0.0012,0.0521,16.67,0
-0.00537,0.1603,0.0377,0.0462,0.00311,0.0769,21.0,0
0.00281,0.3425,0.0929,0.1852,-0.00403,0.1821,59.82,1
0.0033,0.5581,0.0462,0.1541,-0.01905,0.1621,30.37,1
-0.02899,0.5643,0.1013,0.096,-0.01484,0.1965,33.96,1
0.00775,0.1598,0.0364,0.0345,-0.00309,0.067,20.6,0
0.00984,0.1759,0.0475,0.0679,0.00093,0.0703,15.8,0
0.00099,0.1151,0.0523,0.0631,-0.00037,0.0644,14.48,0
0.0041,0.1061,0.0481,0.0594,0.00018,0.0821,20.97,0
-0.0033,0.1198,0.0456,0.0586,0.00114,0.0652,20.87,0
-0.00549,0.6035,0.092,0.1712,0.0115,0.1972,41.4,1
-0.00304,0.1338,0.0426,0.0348,0.00388,0.0635,12.75,0
0.01901,0.1061,0.0491,0.0622,-0.0023,0.0505,16.65,0
0.00696,0.1406,0.0524,0.0421,-0.00201,0.0866,15.83,0
0.03401,0.5338,0.0931,0.1219,0.00418,0.1816,50.58,1
-0.00537,0.1038,0.0348,0.0467,-0.0044,0.0573,12.92,0
-0.01507,0.111,0.0448,0.0405,-0.00306,0.0646,21.8,0
-0.01459,0.1596,0.0557,0.0334,0.00635,0.0716,16.73,0
-0.01715,0.1674,0.0464,0.068,-0.00076,0.0897,18.88,0
-0.0055,0.1666,0.0557,0.0573,0.00421,0.0784,13.03,0
-0.01066,0.1005,0.0384,0.0503,-0.00149,0.0773,11.87,0
-0.04731,0.4592,0.1276,0.2038,-0.02007,0.173,63.5,1
-0.01508,0.1727,0.0447,0.0683,0.00172,0.0739,14.88,0
0.01101,0.1009,0.0454,0.0587,-0.00735,0.049,15.09,0
0.00197,0.1529,0.0406,0.0633,0.00488,0.0583,18.53,0
-0.02248,0.406,0.0512,0.1483,0.01046,0.2769,52.99,1
0.00024,0.1702,0.0456,0.0619,-0.00209,0.0491,18.88,0
-0.00359,0.1737,0.0382,0.068,0.00066,0.0518,12.32,0
0.00499,0.1412,0.043,0.0638,0.00317,0.0474,17.49,0
-0.00916,0.1216,0.0349,0.0529,-0.0001,0.0846,19.84,0
0.00838,0.1018,0.0515,0.0361,-0.00541,0.0814,15.89,0
-0.0092,0.1593,0.0553,0.0581,0.00418,0.056,13.2,0
-0.0089,0.274,0.0807,0.0913,-0.00296,0.2608,28.02,1
-0.02969,0.5931,0.0788,0.2111,-0.00254,0.1727,62.49,1
0.00357,0.1574,0.0441,0.0607,-0.00301,0.0515,18.16,0
0.00572,0.1351,0.0395,0.067,-0.00571,0.0825,11.94,0
0.00309,0.17,0.0553,0.0666,-0.00396,0.0766,16.47,0
-0.02099,0.3285,0.0864,0.1759,-0.0201,0.151,54.06,1
-0.01201,0.1218,0.0416,0.0657,-0.00471,0.0828,13.59,0
-0.00038,0.1417,0.0436,0.068,0.00119,0.0683,13.6,0
-0.00726,0.1464,0.0633,0.0505,-0.00117,0.0655,20.2,0
-0.00611,0.1498,0.0453,0.0658,0.00036,0.0421,11.12,0
0.01181,0.5896,0.0773,0.1523,-0.01146,0.1326,62.8,1
-0.0027,0.1048,0.0299,0.037,-0.00736,0.0712,15.27,0
-0.00159,0.1125,0.0439,0.0685,-0.00349,0.064,14.63,0
0.0029,0.3648,0.0782,0.1044,-0.00079,0.2178,54.03,1
-0.01391,0.1652,0.0449,0.0351,0.00493,0.0755,15.65,0
0.00658,0.1121,0.0301,0.0682,0.00959,0.0647,16.8,0
-0.00992,0.129,0.0576,0.0454,0.00434,0.0675,11.54,0
0.01095,0.1324,0.0343,0.0606,-0.00388,0.0766,12.31,0
-0.0009,0.1155,0.0413,0.0592,0.00906,0.0676,18.46,0
0.01316,0.1158,0.0502,0.0509,0.00455,0.0594,17.32,0
0.00748,0.1673,0.0514,0.0529,-0.00093,0.0467,18.94,0
0.00688,0.1218,0.0608,0.0479,0.002,0.0855,21.52,0
-0.00852,0.1035,0.0605,0.038,-0.00456,0.061,18.51,0
0.01147,0.1124,0.0526,0.059,-0.0013,0.0724,16.06,0
-0.02499,0.3873,0.0666,0.1075,-0.00038,0.1261,34.72,1
-0.00598,0.1693,0.0433,0.0305,-0.00215,0.0851,17.96,0
0.00162,0.1239,0.0396,0.0686,-0.00421,0.0892,17.35,0
-0.00572,0.1598,0.045,0.0505,-0.00732,0.0846,18.01,0
-0.00171,0.1373,0.0432,0.0662,0.00219,0.066,20.16,0
0.01721,0.1257,0.0463,0.0536,-0.00187,0.0699,17.04,0
0.01448,0.1157,0.0476,0.0557,-0.00029,0.0787,12.68,0
-0.00321,0.1572,0.0575,0.0355,-0.00219,0.0485,16.93,0
-0.00804,0.5118,0.0516,0.2071,-0.02436,0.2843,50.05,1
-0.00513,0.1646,0.0488,0.0483,0.00306,0.0609,18.73,0
0.00394,0.1666,0.047,0.0402,-0.00167,0.0544,15.45,0
-0.00175,0.1063,0.0496,0.0437,0.00603,0.0618,17.52,0
0.0131,0.1447,0.0592,0.0523,0.01005,0.0445,11.54,0
-0.00014,0.1686,0.0398,0.0499,0.00023,0.0433,19.97,0
0.00916,0.1164,0.037,0.0694,-0.00234,0.0474,17.37,0
0.0373,0.5003,0.0721,0.1322,-0.00749,0.2251,47.96,1
0.02053,0.4725,0.0929,0.1224,0.01142,0.1346,55.91,1
-0.0191,0.152,0.042,0.0606,0.00069,0.0459,17.0,0
0.00065,0.2813,0.0845,0.1268,0.00629,0.2477,59.58,1
-0.00241,0.1325,0.0467,0.0488,0.00577,0.053,12.63,0
-0.00022,0.1679,0.0483,0.0609,0.00269,0.0771,11.29,0
0.00276,0.1501,0.0377,0.0414,-0.00483,0.0492,20.27,0
0.00149,0.1691,0.0403,0.0671,0.00274,0.0811,20.69,0
-0.00328,0.1181,0.0371,0.0608,0.00403,0.0489,18.66,0
0.0206,0.1732,0.0416,0.0409,0.00042,0.0419,21.15,0
0.01732,0.1124,0.0355,0.0577,-0.00277,0.0568,20.51,0
0.00295,0.1737,0.0482,0.0602,-0.0051,0.0636,20.05,0
-0.01089,0.1651,0.0376,0.061,0.00071,0.0746,12.19,0
0.01335,0.1743,0.0375,0.0327,-0.00089,0.0506,16.58,0
-0.00279,0.1795,0.047,0.0399,-0.00392,0.0746,15.84,0
-0.00111,0.1073,0.0372,0.0375,-0.00389,0.0417,12.92,0
-0.00292,0.1036,0.0353,0.0558,0.00603,0.0574,14.51,0
